Disease
12
38
2
36
16
4
33
35
33
3
6
5
9
3
27
19
24
18
37
9
28
11
37
37
39
31
6
41
16
24
23
32
6
6
7
38
3
7
23
24
36
32
3
15
15
28
10
25
16
28
32
31
30
16
39
19
31
15
36
33
37
21
15
37
17
29
26
36
13
28
15
37
13
3
10
26
22
25
16
20
15
32
16
6
4
1
28
31
37
21
18
27
2
5
33
24
0
27
26
13
18
13
11
26
32
0
9
13
19
8
12
41
18
19
16
32
20
33
11
27
7
0
36
20
18
12
37
41
40
17
3
18
12
11
39
17
26
21
22
32
0
30
10
1
27
27
30
40
23
23
28
15
28
37
1
0
41
3
26
33
36
22
26
9
30
10
17
3
30
33
21
29
19
15
11
35
36
39
40
37
34
18
5
1
5
6
22
26
9
39
28
28
25
18
6
9
6
27
9
23
8
16
11
9
2
20
25
36
18
40
39
29
8
8
4
36
35
26
24
31
41
30
13
6
1
30
12
2
41
18
26
19
19
20
19
24
41
4
24
10
16
22
22
26
37
28
0
4
18
20
29
33
29
1
29
36
40
31
21
4
9
31
27
20
21
22
29
23
34
33
41
20
2
2
12
7
4
25
2
7
31
16
38
12
34
33
16
2
11
22
4
29
29
14
12
26
8
22
30
10
31
10
2
5
13
24
15
30
40
37
12
7
15
36
34
9
17
39
37
8
13
12
12
19
8
7
16
36
9
36
24
22
8
10
35
24
3
26
3
12
31
26
37
24
10
10
37
32
10
27
26
35
36
23
16
1
13
35
20
13
27
37
16
32
37
17
1
16
40
25
29
35
12
18
23
16
5
35
21
39
11
0
41
25
18
5
27
29
7
9
34
34
2
24
30
18
1
37
35
13
7
41
0
37
18
41
30
7
26
32
34
38
17
10
31
10
4
40
33
22
13
29
32
31
11
29
7
24
8
15
6
37
5
12
11
7
39
9
23
0
10
0
13
39
35
24
33
30
20
20
11
5
38
5
41
11
26
23
34
25
7
17
23
4
26
11
20
16
2
18
22
19
26
8
31
6
16
20
22
20
33
34
18
41
0
24
13
41
22
22
22
22
38
3
15
33
36
32
39
24
33
17
8
39
3
16
24
41
15
13
22
28
18
4
41
33
20
0
20
5
20
17
3
3
33
38
34
29
1
41
22
41
17
6
1
5
4
0
36
32
5
18
29
25
3
25
15
27
11
24
33
35
27
38
29
20
10
34
30
19
30
38
37
38
6
31
37
38
8
9
41
11
39
23
9
2
22
7
13
25
5
11
7
13
40
17
11
33
28
21
7
20
27
23
38
21
24
16
31
26
8
39
15
8
30
35
13
9
36
28
24
27
0
33
27
9
24
38
23
17
4
4
28
1
31
25
35
15
3
18
37
19
13
34
21
27
33
23
10
38
12
41
20
23
37
15
23
31
27
17
8
0
15
19
28
10
15
35
28
34
7
18
20
12
15
11
23
10
2
31
31
24
7
32
30
7
24
37
0
13
3
3
16
5
0
9
31
25
36
8
17
39
15
29
31
33
19
2
0
27
25
33
5
36
30
0
34
27
38
16
36
17
9
0
27
23
21
2
35
28
9
18
17
21
27
17
37
9
12
41
25
26
9
4
22
38
9
5
7
7
4
36
21
16
24
38
30
40
22
24
8
34
16
5
0
6
34
41
30
40
19
19
36
4
18
34
0
34
11
2
1
30
2
20
1
12
21
26
26
3
28
15
27
39
6
11
21
13
27
32
30
21
28
5
28
27
4
7
28
5
28
11
30
6
32
28
30
37
36
37
1
29
19
7
24
7
12
8
15
25
37
40
35
35
2
23
32
27
1
22
41
12
41
21
3
39
26
39
23
17
33
6
7
26
32
5
32
35
9
22
27
13
19
23
7
40
27
8
9
8
17
15
29
8
2
36
20
11
40
41
21
36
8
1
10
32
22
38
15
29
10
29
3
24
24
27
1
21
10
20
15
18
4
4
22
5
0
26
32
2
21
40
1
36
22
27
30
30
17
7
41
28
40
20
33
33
31
15
40
1
8
32
7
4
41
31
41
3
34
22
25
28
31
36
30
11
34
36
23
1
31
38
10
5
16
0
10
26
33
34
22
4
35
6
29
33
29
21
29
40
25
19
32
35
21
29
36
12
13
38
7
26
38
38
17
0
11
11
40
4
22
22
41
11
13
38
32
4
38
15
40
2
17
26
35
12
1
23
27
36
8
27
39
21
10
4
12
5
39
34
17
23
24
36
5
18
15
17
24
9
37
40
0
1
41
4
4
2
37
37
30
21
22
23
15
38
22
30
16
8
2
11
40
30
3
7
9
5
19
30
40
30
30
34
32
18
37
4
15
15
38
21
29
9
33
5
6
34
39
2
40
35
7
38
2
34
33
2
25
25
40
32
36
23
1
8
20
16
28
19
38
24
1
0
17
29
26
21
15
16
22
40
38
35
37
5
24
40
28
3
21
18
20
29
0
6
11
13
31
40
20
10
35
15
6
41
33
3
36
17
16
35
7
17
17
11
34
4
28
17
18
15
41
18
25
23
35
21
2
16
15
38
5
35
6
9
5
12
31
32
37
32
16
8
22
29
17
28
33
33
25
40
2
18
13
10
30
6
1
41
7
33
16
9
12
15
21
7
40
17
39
30
18
8
33
28
4
39
21
34
36
16
23
26
35
12
21
28
1
38
31
4
20
40
16
23
31
9
13
37
18
41
29
33
4
15
20
20
39
24
30
15
20
32
4
40
8
2
33
27
12
0
27
8
4
36
1
25
8
15
15
34
8
36
5
29
10
21
13
33
19
15
21
3
28
3
7
1
17
9
35
4
2
0
26
6
17
11
2
21
19
27
26
33
13
2
32
26
22
31
30
17
24
6
34
17
7
4
31
32
22
9
38
37
32
39
30
10
21
31
4
40
35
15
38
41
29
12
29
33
0
41
7
18
41
28
17
18
26
30
24
39
5
18
5
28
1
18
9
40
32
6
38
20
18
27
33
10
29
32
40
13
13
40
13
35
26
4
9
39
40
24
23
12
10
27
29
4
34
36
24
38
28
11
29
20
28
15
29
2
21
24
19
28
3
12
39
10
29
20
21
35
25
26
13
22
30
27
33
5
6
4
16
24
1
29
31
16
18
1
41
39
31
31
40
7
0
22
16
5
36
27
24
6
33
39
13
34
38
34
36
3
40
2
32
5
21
0
38
12
28
38
28
1
20
26
8
6
17
6
31
2
35
12
24
10
36
11
33
13
16
34
26
3
6
28
39
26
7
23
17
32
20
26
24
31
16
32
2
25
35
25
35
32
39
41
9
1
22
11
24
36
33
8
10
1
40
29
1
8
39
39
39
21
24
26
32
40
36
19
11
12
37
18
15
19
4
40
1
32
26
11
39
30
1
17
20
19
35
36
29
1
7
4
10
19
24
25
22
24
0
15
16
12
29
28
18
3
20
34
2
7
33
21
40
6
35
19
40
20
31
1
17
15
1
36
6
34
28
38
6
9
12
6
24
36
35
8
9
4
26
8
20
11
38
27
11
0
7
31
38
10
0
25
9
30
1
0
5
4
0
11
15
36
27
4
32
19
27
2
11
12
5
12
8
5
7
4
36
23
34
3
29
19
41
12
18
34
1
2
12
20
21
36
1
26
32
32
18
28
26
41
0
34
7
28
29
9
3
12
0
31
38
31
32
2
22
0
5
27
11
30
39
10
12
3
9
15
6
32
2
15
25
9
30
2
8
10
23
38
6
25
9
37
1
8
7
2
6
4
4
8
28
22
28
34
29
19
8
2
17
39
12
25
0
30
16
30
11
34
17
40
34
35
0
33
35
22
23
27
19
36
0
34
30
35
37
24
31
36
41
16
13
20
39
30
9
1
7
2
0
0
35
41
22
22
10
25
19
6
35
23
36
37
3
41
34
27
39
38
7
29
31
4
36
12
20
17
19
17
19
5
29
1
36
17
32
29
28
28
12
26
29
18
20
10
2
9
33
37
35
13
26
3
27
1
36
33
40
28
18
35
22
4
1
10
8
32
3
16
33
4
25
40
13
19
27
21
23
4
26
21
23
6
5
29
4
9
0
8
38
36
40
2
22
29
40
38
4
10
3
0
1
20
32
23
28
12
31
0
37
41
8
29
27
16
19
36
38
33
22
21
26
39
30
17
39
11
36
19
21
13
2
15
26
6
7
19
31
28
28
29
19
2
35
24
1
18
30
26
21
31
4
13
27
38
23
24
32
36
22
35
13
4
24
22
22
11
24
23
4
25
18
11
10
31
3
34
16
29
21
3
7
1
19
5
30
41
12
13
38
24
8
5
32
7
31
33
26
24
29
3
20
32
28
32
15
15
36
6
24
39
17
3
38
16
8
30
16
18
29
17
2
1
37
13
0
30
20
33
9
0
20
18
19
4
32
8
35
1
16
15
39
36
33
10
41
8
27
20
0
17
5
6
36
11
11
24
37
34
7
38
13
9
29
9
7
38
29
12
27
25
22
17
9
34
16
36
37
12
29
3
10
12
23
30
24
40
28
13
20
25
36
34
33
40
33
38
12
30
27
40
13
3
32
12
8
18
19
15
31
10
37
25
2
25
13
19
10
5
26
10
19
13
25
32
24
18
11
12
24
6
12
15
29
36
29
15
0
25
16
0
7
16
27
18
29
38
8
19
15
0
23
35
18
25
19
6
9
34
29
22
40
17
34
41
19
8
18
25
29
19
0
0
21
21
27
4
9
7
11
39
41
20
27
18
1
30
10
37
0
39
23
34
41
33
35
3
23
7
1
7
31
27
8
1
41
22
1
8
7
5
39
29
6
8
13
20
4
5
13
24
17
10
27
33
0
21
8
33
31
3
25
3
30
18
10
21
32
24
29
35
13
13
17
29
22
10
30
1
37
38
1
13
11
4
23
15
37
39
32
17
21
11
15
5
34
2
31
21
25
32
13
21
30
39
22
28
27
7
3
4
41
31
34
41
40
21
20
6
24
22
8
4
19
31
0
30
21
30
4
0
39
1
16
33
27
6
27
30
41
2
3
34
15
1
3
15
41
13
15
30
41
21
27
7
23
21
23
34
31
20
5
32
15
23
16
28
9
34
8
16
7
31
33
25
36
0
19
32
38
35
40
1
39
34
3
9
16
15
1
19
41
39
16
13
33
18
6
32
7
3
20
25
15
31
24
41
19
9
5
4
21
37
22
28
27
19
23
2
16
22
4
24
37
21
20
41
15
13
7
2
6
26
19
33
30
16
24
17
1
36
39
4
3
25
32
28
24
2
5
29
41
4
29
34
11
33
40
19
18
22
19
36
18
3
4
2
12
35
18
4
34
0
36
7
13
11
23
24
9
2
10
15
18
18
2
19
35
15
25
34
5
2
10
25
31
27
39
22
16
8
9
37
15
36
18
7
39
35
38
32
22
22
27
27
25
29
17
18
8
31
23
16
13
34
16
6
31
3
1
3
26
28
9
32
27
11
20
2
39
35
17
10
18
9
36
25
27
26
13
7
25
0
31
19
10
23
24
32
21
23
1
2
17
13
7
1
26
22
35
17
24
22
23
24
18
6
16
0
1
12
22
31
34
22
40
38
15
16
5
4
12
41
23
21
3
31
25
22
16
32
31
15
34
29
25
10
34
37
24
3
10
35
12
5
12
41
32
10
23
6
2
15
6
22
2
31
17
35
33
7
12
41
2
2
24
2
21
7
6
6
12
9
17
39
31
37
20
17
39
23
37
32
37
5
31
10
3
32
30
9
38
40
15
28
0
11
10
22
17
18
5
28
39
0
24
28
12
19
8
22
29
41
38
20
39
16
16
40
41
37
33
5
9
24
8
1
17
5
27
7
39
9
26
25
37
37
5
4
5
7
34
2
18
13
8
8
25
33
17
10
4
11
26
9
21
26
21
2
34
33
24
16
34
40
36
6
20
5
2
27
30
12
15
0
38
10
9
0
26
32
40
9
8
31
8
16
3
38
26
6
1
6
9
18
36
21
30
13
26
2
40
36
30
28
2
27
20
17
2
33
3
25
26
33
19
24
3
25
32
23
35
10
23
29
6
32
40
11
16
33
19
36
34
33
20
38
30
17
35
32
0
2
27
7
6
32
41
40
39
29
17
20
10
41
10
27
16
19
13
16
35
2
20
31
16
32
36
25
17
37
12
9
32
9
25
24
1
36
26
3
11
7
27
22
26
2
29
8
15
9
41
12
26
6
31
31
41
35
28
13
36
31
31
4
23
6
28
38
21
1
3
6
4
20
10
32
2
20
9
37
40
3
8
23
24
21
22
29
41
24
10
17
41
19
25
18
31
25
8
37
16
31
27
26
22
0
11
16
11
34
16
8
12
5
40
28
12
25
21
8
2
15
15
9
32
10
32
30
5
37
26
27
29
40
39
31
28
20
7
11
5
11
2
39
11
5
30
30
15
40
27
18
10
37
30
11
4
7
27
34
35
22
30
3
38
27
13
25
41
31
40
8
40
23
22
5
3
22
30
4
4
9
18
28
25
0
33
22
25
3
30
25
34
22
4
33
33
10
13
40
26
36
19
6
1
38
30
12
33
38
5
36
15
15
18
29
6
29
37
37
35
8
21
16
12
33
34
26
19
26
20
15
7
16
40
25
2
25
28
32
24
21
10
1
4
8
26
26
27
23
12
20
6
28
20
29
32
33
22
3
30
6
32
11
25
25
41
29
13
41
41
35
4
5
10
5
30
20
3
6
19
1
19
9
21
2
24
13
19
34
34
28
7
33
1
37
21
27
23
39
31
16
5
37
8
37
13
19
34
6
24
12
38
21
36
19
17
8
5
38
35
37
0
22
16
28
26
18
23
17
17
9
31
18
30
4
15
37
20
38
15
23
6
20
10
3
26
37
3
36
0
28
34
13
41
23
22
32
15
9
36
10
19
39
37
1
19
4
18
2
30
37
34
26
41
15
37
28
20
11
32
25
8
16
10
19
19
8
20
39
1
5
27
5
9
0
0
33
3
33
13
5
28
3
4
27
38
39
11
23
5
19
9
19
9
37
3
31
35
38
8
30
28
28
30
10
1
26
15
8
22
9
0
39
32
5
15
7
12
33
28
39
34
8
28
9
